1,5.05
2,4.78
3,4.01
4,4.19
5,4.31
6,4.49
7,8.10
8,3.76
9,4.13
10,5.23
11,6.24
12,22.2
13,5.32
14,13.25
15,5.36
16,83.75
17,231.63
18,201.13
