1,3.09
2,4.88
3,4.16
4,4.33
5,4.44
6,4.11
7,8.53
8,4.01
9,4.03
10,5.16
11,4.52
12,31.51
13,6.15
14,13.66
15,5.72
16,70.95
17,119.83
18,119.13
