1,3.08
2,4.81
3,4.11
4,4.16
5,4.22
6,4.06
7,7.53
8,3.79
9,4.18
10,5.53
11,6.0
12,9.95
13,5.25
14,13.25
15,5.45
16,66.68
17,113.09
18,114.52
